Latitude,Longitude,ID,Date
45.7695892335,4.7947698093,84423807,2021-06-20
45.7678918,4.7995198,84401141,2021-06-20
46.77017,4.8122916667,84036953,2021-06-19
43.7520316667,3.755345,83831557,2021-06-19
43.5224668117,1.4956721663,83749828,2021-06-16
43.8597383333,3.7940496951,83630700,2021-06-12
43.8603559934,3.7940523773,83630154,2021-06-08
47.4031432,0.7064681,83237318,2009-07-08
43.4415918287,3.9133607738,82680205,2021-02-24
46.1394287216,-0.736019764,82130607,2012-07-22
44.4288497892,4.5005397249,70834979,2012-07-22
45.2136397,5.7495036,70098196,1988-07-02
43.8956246032,3.5088589673,69299099,2020-06-23
43.8910903403,3.5009612029,69299038,2020-11-23
43.8967127461,3.4922505154,68415624,2013-07-01
44.2389108049,5.2791824564,66972682,2020-07-04
46.5810541997,0.3716154,65521456,2020-07-20
43.8435072489,3.6670115074,64881835,2020-07-19
44.0669174192,3.2684574125,54066393,2020-07-04
43.5688392626,4.193909727,53805253,2020-06-28
44.6790949414,5.266115392,53646287,2020-07-12
45.7759444444,4.8155555556,53297692,2020-07-05
44.090121333,0.9747186117,53106247,2020-07-08
44.4636766944,4.8434205833,52809685,2020-07-11
46.5889996291,0.3324883059,52808334,2020-07-09
44.5383944444,4.5545388889,52660502,2020-07-09
46.8189487489,0.5449080579,52652195,2020-07-07
43.6297499,1.3820751,52460171,2020-07-07
43.6290268,1.3844603,52459936,2020-07-06
44.9242329318,1.602233313,52392167,2020-07-06
44.3418326862,3.3740285039,52365622,2020-07-05
44.4450658521,1.4317584783,52239955,2020-07-05
45.7683333333,4.8216666667,52145185,2020-06-20
46.643925,4.842675,52118030,2020-07-03
46.7617736548,-1.5719390496,52012465,2020-07-02
44.854782176,1.3353283629,51894229,2020-07-01
43.8199240817,3.61202437,51798197,2020-07-01
43.7592720654,0.3015939519,51673922,2020-06-28
43.664175,2.292431,51622314,2020-06-28
43.6859726999,1.0040158,51576960,2020-06-28
44.8392182989,-0.521561433,51206378,2020-06-27
44.0938631,0.9656772,51205317,2020-06-14
43.5195723782,1.5024630167,51199873,2020-06-25
47.4034919997,0.7064416,51088828,2020-06-21
43.9580720241,0.4712440073,50984162,2020-06-16
43.5261288286,1.4903582912,50870315,2020-06-15
44.57731167,4.44652,50379094,2020-06-08
45.9723917822,4.700530204,49822341,2020-06-07
44.0534872123,0.261712186,49693474,2020-06-01
47.2181053161,4.9880685806,48938048,2020-05-29
44.4038888889,0.4277777778,48786773,2019-06-13
43.472605,1.5534033333,48136363,2020-05-21
43.8670279579,3.7917041914,47722510,2020-05-23
43.8529570267,3.7967861632,47122011,2020-05-21
43.60154667,1.463255,47121300,2017-07-03
44.07073123,3.94725915,46952958,2019-07-01
43.7067512361,3.7693882826,46742985,2019-08-01
46.9100290304,0.8576399091,46351501,2019-07-07
46.4804383333,0.62957,32658294,2019-06-29
45.8311684197,4.7931237705,31692208,2019-06-20
43.7463102646,3.7052922276,28346987,2019-06-20
43.5763316816,1.4839469692,27856254,2019-06-20
45.7638883333,0.0768695,27426709,2019-06-14
45.7630284504,0.0747208111,27373229,2018-06-23
45.7721633333,0.11645,27326914,2018-07-01
46.6713905334,0.4347222149,26970873,2018-06-06
44.3796192491,4.1388097843,26044454,2018-09-22
44.8647783333,5.5288533333,19743631,2018-07-12
44.6936666667,1.1738333333,18537153,2018-07-01
43.5504781344,1.7801798662,16796133,2018-07-10
47.3220440367,5.0112556246,14293544,2018-07-09
44.9310465508,4.8941687867,14237960,2018-07-07
44.3421600686,3.3735999359,14223627,2018-07-06
45.8884502203,3.1075121462,14195211,2018-06-22
44.386390686,4.407222271,14126805,2018-06-19
44.4488692051,4.6013412159,14096663,2018-06-18
45.7624026476,4.8184439912,13695557,2018-06-17
46.3323475129,-0.4226694205,13582796,2018-05-27
43.586675,1.5266466667,13550088,2018-05-11
44.4145595169,5.265839147,13522624,2009-07-30
46.8180084297,0.5700459392,12860415,
46.1651733333,-1.1546466667,12444630,
44.83,5.278,4942234,
